stn,wban,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
010070,99999,2017,11,15,32.4,24,25.1,24,1010.5,24,1009.5,24,999.9,0,7.7,24,15.5,999.9,34.9,,25.2,,0.0,G,999.9,0,0,0,0,0,0
010280,99999,2017,12,26,27.3,24,20.6,24,1005.9,24,1003.9,24,10.6,24,25.5,24,31.1,38.5,28.8,,25.7,,0.03,G,999.9,0,0,1,0,0,0
010260,99999,2017,08,17,51.4,24,47.1,24,1013.2,24,999.4,24,28.7,8,6.6,23,11.7,18.1,55.8,,45.7,*,0.31,G,999.9,0,1,0,0,0,0
010330,99999,2017,12,14,36.5,24,31.2,24,983.8,24,980.7,24,999.9,0,15.1,24,25.3,999.9,38.8,,34.2,,0.0,I,999.9,0,0,0,0,0,0
010160,99999,2017,04,10,10.6,24,7.7,24,1014.2,24,1012.6,24,999.9,0,7.6,22,13.6,999.9,17.6,,1.0,*,0.0,I,999.9,0,0,0,0,0,0
010330,99999,2017,02,06,36.4,24,29.3,24,1030.2,24,1027.0,24,999.9,0,9.7,24,13.6,17.1,38.3,,34.0,*,0.0,I,999.9,0,0,0,0,0,0
010030,99999,2017,01,26,9.6,24,1.2,24,1006.1,24,1004.6,24,15.5,8,7.8,23,11.7,999.9,13.3,*,7.5,*,0.0,G,9.4,0,0,1,0,0,0
010010,99999,2017,11,26,30.2,24,23.4,24,1013.4,24,1012.2,24,12.5,6,17.4,24,23.3,26.0,31.5,*,28.4,,0.01,G,999.9,0,0,1,0,0,0
010020,99999,2017,02,25,4.3,24,1.3,24,1012.5,24,1011.6,24,999.9,0,5.5,22,7.8,999.9,8.4,*,3.0,*,0.0,I,999.9,0,0,0,0,0,0
010030,99999,2017,04,13,24.5,24,19.7,24,1022.1,24,1020.7,24,26.8,8,7.8,24,13.6,999.9,28.2,,19.6,*,0.0,G,7.9,1,0,0,0,0,0
010260,99999,2017,06,07,59.8,24,38.3,24,1016.6,24,1003.0,24,43.9,8,3.6,24,5.8,999.9,69.8,,46.0,,0.0,G,999.9,0,0,0,0,0,0
010280,99999,2017,10,14,40.8,24,37.6,24,1003.2,24,1001.2,24,13.2,24,19.7,24,29.5,38.1,41.9,*,39.6,,0.0,G,999.9,0,1,0,0,0,0
010330,99999,2017,06,10,50.0,24,41.6,24,1015.3,24,1012.2,24,999.9,0,3.6,24,5.8,9.7,54.5,,46.6,*,0.0,I,999.9,0,0,0,0,0,0
010170,99999,2017,09,22,38.7,24,34.5,24,1017.4,24,1016.6,24,999.9,0,7.6,23,13.6,999.9,41.9,*,37.0,,0.0,I,999.9,0,0,0,0,0,0
010260,99999,2017,09,04,54.0,24,43.3,24,1025.2,24,1011.3,24,44.3,8,3.6,23,8.2,13.8,65.7,,45.1,,0.0,G,999.9,0,0,0,0,0,0
010170,99999,2017,03,12,9.5,24,2.1,24,1007.3,24,1006.4,24,999.9,0,7.2,24,11.7,999.9,15.3,*,1.6,,0.0,I,999.9,0,0,0,0,0,0
010060,99999,2017,12,20,30.5,24,29.9,24,959.4,24,957.9,24,999.9,0,21.8,24,31.1,999.9,32.5,,27.9,*,0.0,I,999.9,0,0,0,0,0,0
010160,99999,2017,01,09,13.0,24,7.1,24,988.8,24,987.2,24,999.9,0,30.3,24,38.9,999.9,14.7,*,11.3,*,0.0,I,999.9,0,0,0,0,0,0
010030,99999,2017,09,01,37.1,24,31.6,24,1008.3,24,1006.9,24,29.1,8,4.1,23,7.8,999.9,40.1,,31.6,,0.0,G,999.9,0,1,0,0,0,0
010160,99999,2017,08,07,35.0,24,34.5,24,1017.5,24,1015.9,24,999.9,0,8.9,24,15.5,999.9,36.1,,32.2,,0.0,I,999.9,0,0,0,0,0,0
010030,99999,2017,04,14,20.6,24,16.1,24,1020.3,24,1018.9,24,23.0,8,11.3,23,23.3,999.9,31.3,,12.4,*,0.0,G,7.9,0,0,1,0,0,0
010110,99999,2017,11,27,10.0,24,5.6,24,1004.0,24,1002.9,24,999.9,0,16.5,24,27.2,999.9,16.2,*,5.0,*,0.0,I,999.9,0,0,0,0,0,0
010010,99999,2017,09,09,45.4,24,42.3,24,1007.7,24,1006.6,24,20.2,6,11.5,24,24.1,35.5,48.6,,43.2,*,0.0,G,999.9,0,1,0,0,0,0
010260,99999,2017,01,16,31.9,24,26.2,24,1014.5,24,1000.1,24,31.3,8,14.3,24,21.4,33.6,35.2,,27.3,,0.06,G,13.8,0,0,1,0,0,0
010020,99999,2017,08,04,38.7,24,36.9,24,1011.2,24,1010.4,24,999.9,0,3.9,19,5.8,999.9,41.4,,36.5,*,0.0,I,999.9,0,0,0,0,0,0
010170,99999,2017,04,04,9.8,24,1.5,24,1005.7,24,1004.8,24,999.9,0,10.3,24,17.5,999.9,11.8,,5.5,*,0.0,I,999.9,0,0,0,0,0,0
010280,99999,2017,05,07,20.6,24,14.2,24,1027.3,24,1025.2,24,6.2,24,18.6,24,23.3,999.9,21.9,,18.3,,0.01,G,999.9,0,0,1,0,0,0
010170,99999,2017,10,02,41.5,24,34.2,24,1009.9,24,1009.1,24,999.9,0,19.5,24,25.3,28.6,46.9,,38.8,*,0.0,I,999.9,0,0,0,0,0,0
010330,99999,2017,04,29,39.8,24,23.7,24,1031.3,24,1028.1,24,999.9,0,4.5,24,13.6,999.9,43.3,,35.1,,0.0,I,999.9,0,0,0,0,0,0
010170,99999,2017,05,25,27.0,24,17.5,24,1015.9,24,1015.0,24,999.9,0,4.0,20,7.8,999.9,32.7,,23.0,,0.0,I,999.9,0,0,0,0,0,0
010060,99999,2017,10,08,25.2,24,20.8,24,1017.3,24,1015.7,24,999.9,0,7.3,23,9.7,999.9,30.0,*,21.4,,0.0,I,999.9,0,0,0,0,0,0
010030,99999,2017,04,21,25.7,24,17.7,24,1007.0,24,1005.6,24,11.5,8,19.1,24,29.1,43.3,29.8,,22.6,,99.99,,999.9,0,0,1,0,0,0
010170,99999,2017,02,16,5.4,24,-2.8,24,1012.3,24,1011.4,24,999.9,0,9.3,21,17.5,999.9,10.8,*,3.9,*,0.0,I,999.9,0,0,0,0,0,0
010110,99999,2017,07,05,32.2,24,30.9,24,1002.4,24,1001.3,24,999.9,0,5.7,22,11.7,999.9,35.1,*,30.6,*,0.0,I,999.9,0,0,0,0,0,0
010330,99999,2017,06,11,53.6,24,39.2,24,1009.9,24,1006.9,24,999.9,0,6.3,24,17.5,20.8,60.1,,45.9,,0.0,I,999.9,0,0,0,0,0,0
010010,99999,2017,11,07,37.5,24,34.4,24,992.8,24,991.7,24,7.6,6,14.4,24,27.8,38.3,39.4,*,35.8,*,0.04,G,999.9,0,1,0,0,0,0
010070,99999,2017,02,22,11.4,24,-2.9,24,1001.3,24,1000.3,24,999.9,0,12.0,23,25.3,999.9,18.0,,9.3,,0.02,G,999.9,0,0,0,0,0,0
010280,99999,2017,03,27,15.3,24,8.8,24,1000.9,24,998.8,24,12.9,24,12.5,24,19.2,25.8,19.4,,13.3,,0.03,G,999.9,0,0,1,0,0,0
010030,99999,2017,03,07,24.3,24,23.0,24,1009.9,24,1008.5,24,9.2,8,8.3,24,17.5,999.9,27.3,*,17.6,,0.1,G,7.1,0,0,1,0,0,0
010020,99999,2017,07,27,39.9,24,35.1,24,1006.1,24,1005.3,24,999.9,0,5.2,23,11.7,999.9,46.0,,32.9,*,0.0,I,999.9,0,0,0,0,0,0
010160,99999,2017,12,29,10.2,24,6.4,24,993.6,24,991.9,24,999.9,0,23.1,23,35.0,999.9,11.8,,6.6,*,0.0,I,999.9,0,0,0,0,0,0
010020,99999,2017,12,27,15.5,24,10.3,24,1003.4,24,1002.5,24,999.9,0,22.4,24,35.0,999.9,19.4,*,12.0,*,0.0,I,999.9,0,0,0,0,0,0
010280,99999,2017,03,03,23.5,24,19.4,24,1012.6,24,1010.5,24,11.9,24,16.2,24,21.4,26.6,24.4,,21.9,,0.0,G,999.9,0,0,0,0,0,0
010010,99999,2017,01,21,30.6,24,25.5,24,1010.6,24,1009.4,24,11.9,6,19.6,24,25.3,29.9,35.6,*,22.1,,0.02,G,999.9,0,0,1,0,0,0
010280,99999,2017,11,04,32.3,24,29.1,24,983.3,24,981.3,24,13.7,24,7.2,24,14.2,20.6,35.8,,28.6,,0.03,G,999.9,0,1,1,0,0,0
010110,99999,2017,03,13,10.7,24,6.5,24,999.0,24,997.9,24,999.9,0,16.8,24,23.3,999.9,21.6,,-4.9,,0.0,I,999.9,0,0,0,0,0,0
010260,99999,2017,09,25,49.5,24,44.1,24,1036.7,24,1022.5,24,43.9,8,4.1,23,7.8,11.8,57.6,,44.2,,0.0,F,999.9,0,0,0,0,0,0
010330,99999,2017,08,01,56.6,24,48.2,24,1005.2,24,1002.2,24,999.9,0,4.5,23,13.6,19.2,63.3,,51.3,,0.0,I,999.9,0,0,0,0,0,0
010260,99999,2017,09,03,53.1,24,44.2,24,1020.9,24,1007.0,24,38.4,8,7.6,24,11.7,18.1,56.1,,49.8,,0.01,G,999.9,0,1,0,0,0,0
010110,99999,2017,09,12,30.9,24,29.6,24,1020.4,24,1019.3,24,999.9,0,18.9,24,25.3,999.9,32.4,*,29.3,*,0.0,I,999.9,0,0,0,0,0,0
010110,99999,2017,03,14,14.6,24,12.1,24,987.5,24,986.4,24,999.9,0,26.4,24,40.8,43.3,28.6,*,-0.6,,0.0,I,999.9,0,0,0,0,0,0
010070,99999,2017,06,27,40.5,24,31.9,24,1001.4,24,1000.4,24,999.9,0,5.7,24,9.7,999.9,42.6,,39.2,,0.05,G,999.9,0,1,0,0,0,0
010280,99999,2017,08,01,42.2,24,39.0,24,1012.4,24,1010.4,24,18.1,24,4.5,24,7.8,11.5,43.7,,40.1,,0.0,G,999.9,0,0,0,0,0,0
010280,99999,2017,01,25,33.6,24,31.3,24,975.5,24,973.6,24,6.0,24,19.8,24,29.1,35.9,37.8,,27.0,*,0.3,G,999.9,0,1,1,0,0,0
010060,99999,2017,04,21,18.9,24,16.7,24,1012.9,24,1011.3,24,999.9,0,18.5,24,23.3,999.9,21.4,,14.0,,0.0,I,999.9,0,0,0,0,0,0
010330,99999,2017,05,04,41.8,24,37.8,24,1024.6,24,1021.4,24,999.9,0,22.2,24,27.2,36.7,44.4,*,38.5,,0.0,I,999.9,0,0,0,0,0,0
010260,99999,2017,06,14,52.9,24,39.9,24,1009.9,24,996.2,24,43.5,8,3.8,24,7.8,999.9,64.0,,39.6,,0.0,G,999.9,0,0,0,0,0,0
010160,99999,2017,02,04,27.4,24,26.2,24,1005.9,24,1004.3,24,999.9,0,14.0,23,23.3,999.9,29.8,,25.3,*,0.0,I,999.9,0,0,0,0,0,0
010260,99999,2017,01,25,38.4,24,32.8,24,989.9,24,976.1,24,17.4,8,16.9,24,24.3,41.0,43.0,,28.8,,0.11,G,999.9,0,1,0,0,0,0
010260,99999,2017,12,02,32.6,24,29.0,24,991.8,24,977.7,24,21.3,7,6.2,24,9.7,18.5,36.7,,30.0,,0.34,G,999.9,0,1,1,0,0,0
010170,99999,2017,01,27,7.8,24,1.6,24,1005.4,24,1004.6,24,999.9,0,15.6,24,21.4,999.9,10.4,,6.3,,0.0,I,999.9,0,0,0,0,0,0
010330,99999,2017,11,25,36.7,24,27.3,24,992.9,24,989.8,24,999.9,0,11.1,24,17.5,999.9,37.9,,35.6,,0.0,I,999.9,0,0,0,0,0,0
010170,99999,2017,04,30,28.3,24,22.9,24,1029.2,24,1028.4,24,999.9,0,3.8,19,7.8,999.9,33.6,,25.9,,0.0,I,999.9,0,0,0,0,0,0
010170,99999,2017,06,16,36.5,24,32.8,24,1005.4,24,1004.6,24,999.9,0,4.4,23,9.7,999.9,38.5,,34.7,,0.0,I,999.9,0,0,0,0,0,0
010260,99999,2017,11,29,28.6,24,22.0,24,1004.0,24,989.7,24,35.0,8,11.3,24,15.5,999.9,30.2,,25.9,,0.15,G,10.2,0,0,0,0,0,0
010030,99999,2017,09,13,39.7,24,33.4,24,1013.7,24,1012.4,24,5.8,8,27.2,24,36.3,56.1,41.0,,38.5,,0.2,G,999.9,0,1,0,0,0,0
010030,99999,2017,04,11,20.2,24,11.9,24,1015.3,24,1013.9,24,29.4,8,14.7,24,19.4,20.2,23.5,*,18.1,*,0.0,G,8.3,0,0,0,0,0,0
010070,99999,2017,11,09,30.7,24,18.4,24,1003.7,24,1002.8,24,999.9,0,21.5,24,25.3,29.7,34.2,,25.9,,0.0,G,999.9,0,0,0,0,0,0
010260,99999,2017,10,09,41.3,24,38.9,24,1019.7,24,1005.5,24,43.1,8,2.2,23,3.9,999.9,45.1,,35.2,*,0.07,G,999.9,1,0,0,0,0,0
010070,99999,2017,11,14,28.9,24,23.4,24,1007.1,24,1006.1,24,999.9,0,2.8,24,4.7,999.9,31.8,*,23.0,,0.0,G,999.9,0,0,0,0,0,0
010280,99999,2017,03,14,36.9,24,34.1,24,982.1,24,980.1,24,10.7,24,19.4,24,25.3,29.1,38.3,,35.1,,0.01,G,999.9,0,1,0,0,0,0
010060,99999,2017,10,20,28.7,24,26.8,24,1016.8,24,1015.2,24,999.9,0,10.4,24,13.6,999.9,30.2,*,25.0,,0.0,I,999.9,0,0,0,0,0,0
010110,99999,2017,06,08,27.0,24,24.7,24,1026.4,24,1025.3,24,999.9,0,6.2,24,11.7,999.9,31.1,*,23.0,*,0.0,I,999.9,0,0,0,0,0,0
010160,99999,2017,02,25,15.3,24,11.6,24,1006.7,24,1005.1,24,999.9,0,22.1,24,27.2,999.9,20.7,*,12.6,*,0.0,I,999.9,0,0,0,0,0,0
010280,99999,2017,06,07,39.8,24,37.3,24,1020.4,24,1018.4,24,14.8,24,4.2,24,11.7,12.6,43.5,,35.1,*,0.0,G,999.9,1,1,0,0,0,0
010370,99999,2017,12,04,24.2,24,20.4,24,999.0,24,996.5,24,999.9,0,2.8,24,5.8,999.9,29.8,,18.5,*,0.11,G,999.9,0,0,0,0,0,0
010160,99999,2017,12,20,29.4,24,28.8,24,962.2,24,960.7,24,999.9,0,21.0,24,40.8,999.9,30.2,,27.9,*,0.0,I,999.9,0,0,0,0,0,0
010070,99999,2017,05,28,22.6,24,11.3,24,1021.3,24,1020.3,24,999.9,0,5.7,24,11.7,999.9,26.6,,19.9,*,0.0,G,13.4,0,0,0,0,0,0
010070,99999,2017,08,22,38.3,24,34.6,24,1013.8,24,1012.8,24,999.9,0,3.1,19,5.8,999.9,39.7,,36.7,,0.0,G,999.9,0,0,0,0,0,0
010110,99999,2017,01,25,11.9,24,7.7,24,984.2,24,983.2,24,999.9,0,26.0,24,34.2,40.6,23.7,,8.4,*,0.0,I,999.9,0,0,0,0,0,0
010160,99999,2017,06,14,30.9,24,28.7,24,1001.5,24,999.9,24,999.9,0,13.0,24,19.4,999.9,32.4,,27.0,*,0.0,I,999.9,0,0,0,0,0,0
010110,99999,2017,09,20,28.6,24,22.3,24,1030.3,24,1029.2,24,999.9,0,12.2,24,19.4,999.9,29.1,,27.7,,0.0,I,999.9,0,0,0,0,0,0
010170,99999,2017,07,30,41.2,24,37.6,24,1013.8,24,1013.0,24,999.9,0,6.8,24,9.7,999.9,44.4,,38.5,,0.0,I,999.9,0,0,0,0,0,0
010160,99999,2017,08,29,35.6,24,35.4,24,997.0,24,995.4,24,999.9,0,9.5,24,13.6,999.9,37.2,*,33.8,,0.0,I,999.9,0,0,0,0,0,0
010330,99999,2017,02,22,22.6,24,17.1,24,980.3,24,977.2,24,999.9,0,7.8,24,14.2,18.8,23.7,,20.8,,0.0,I,999.9,0,0,0,0,0,0
010330,99999,2017,04,13,29.4,24,13.7,24,1013.1,24,1009.9,24,999.9,0,12.2,24,21.4,31.3,33.4,,27.7,,0.0,I,999.9,0,0,0,0,0,0
010280,99999,2017,11,25,32.2,24,28.3,24,1005.7,24,1003.7,24,5.9,24,30.9,24,35.0,40.8,34.0,*,28.2,,0.06,G,999.9,0,1,1,0,0,0
010330,99999,2017,12,09,34.3,24,21.5,24,989.8,24,986.7,24,999.9,0,23.1,24,35.0,999.9,37.8,,28.8,,0.0,I,999.9,0,0,0,0,0,0
010170,99999,2017,02,01,14.1,24,8.6,24,1018.6,24,1017.8,24,999.9,0,10.2,24,17.5,18.5,21.0,*,5.9,,0.0,I,999.9,0,0,0,0,0,0
010160,99999,2017,05,06,9.0,24,4.2,24,1023.8,24,1022.1,24,999.9,0,21.9,24,31.1,999.9,11.8,,5.4,,0.0,I,999.9,0,0,0,0,0,0
010170,99999,2017,09,06,42.9,24,36.5,24,1018.6,24,1017.7,24,999.9,0,16.1,24,23.3,999.9,48.7,,39.4,*,0.0,I,999.9,0,0,0,0,0,0
010010,99999,2017,11,30,30.9,24,26.9,24,1006.0,24,1004.8,24,7.8,6,17.8,24,29.1,31.9,36.7,,22.1,,0.02,G,999.9,0,1,1,0,0,0
010030,99999,2017,10,21,32.4,24,31.1,24,1019.1,24,1017.7,24,18.9,7,3.2,24,5.8,999.9,34.7,,29.7,*,0.0,F,0.4,1,1,1,0,0,0
010060,99999,2017,02,08,33.3,24,28.7,24,1029.1,24,1027.5,24,999.9,0,15.7,24,27.2,999.9,38.8,*,29.7,,0.0,I,999.9,0,0,0,0,0,0
010260,99999,2017,07,09,60.9,24,42.0,24,1007.8,24,994.3,24,43.5,8,3.9,23,9.1,15.3,71.6,,46.0,,0.0,G,999.9,0,0,0,0,0,0
010330,99999,2017,10,17,43.9,24,40.0,24,997.0,24,994.0,24,999.9,0,5.0,24,9.7,999.9,45.5,,41.7,*,0.0,I,999.9,0,0,0,0,0,0
010280,99999,2017,05,22,32.6,24,28.3,24,1008.1,24,1006.1,24,7.0,23,15.0,24,21.4,28.0,36.0,,29.8,,0.0,F,999.9,0,1,1,0,0,0
010240,99999,2017,12,12,29.9,24,18.2,24,1000.7,24,999.4,24,999.9,0,10.1,24,15.5,999.9,32.2,*,25.7,*,0.0,I,999.9,0,0,0,0,0,0
010010,99999,2017,06,08,45.2,24,42.3,24,1005.8,24,1004.6,24,11.0,6,9.6,24,19.4,999.9,46.9,,41.0,,0.04,G,999.9,0,1,0,0,0,0
010030,99999,2017,12,19,32.6,24,29.2,24,985.4,24,984.1,24,6.2,8,14.5,24,21.4,999.9,36.7,*,22.6,,0.0,G,2.0,0,1,1,0,0,0
010170,99999,2017,09,17,39.2,24,36.0,24,1009.1,24,1008.3,24,999.9,0,9.1,21,13.6,15.9,42.3,*,37.2,*,0.0,I,999.9,0,0,0,0,0,0
010010,99999,2017,05,09,33.6,24,28.5,24,1026.2,24,1025.0,24,13.0,6,14.2,24,19.4,22.9,35.4,,32.2,,0.0,G,999.9,0,0,1,0,0,0
010070,99999,2017,02,27,11.9,24,0.8,24,1018.6,24,1017.6,24,999.9,0,4.1,21,9.7,999.9,16.3,,5.5,,3.54,G,999.9,0,0,0,0,0,0
010070,99999,2017,01,22,9.0,24,-0.5,24,1013.5,24,1012.5,24,999.9,0,6.3,24,13.6,999.9,11.1,,4.1,,0.0,G,4.7,0,0,0,0,0,0
010020,99999,2017,03,18,-17.0,24,-22.8,24,986.7,24,985.8,24,999.9,0,9.7,24,11.7,999.9,-15.5,*,-18.0,*,0.0,I,999.9,0,0,0,0,0,0
010260,99999,2017,06,16,46.4,24,42.1,24,1009.3,24,995.4,24,19.2,8,4.2,24,5.8,13.4,48.9,,44.2,,0.17,G,999.9,0,1,0,0,0,0
010020,99999,2017,02,21,16.6,24,11.0,24,997.0,24,996.1,24,999.9,0,28.2,24,40.8,999.9,24.3,*,11.8,*,0.0,I,999.9,0,0,0,0,0,0
010010,99999,2017,03,03,26.3,24,22.5,24,1014.2,24,1013.0,24,11.9,6,7.2,24,12.6,15.5,28.9,,24.1,,0.01,G,999.9,0,0,1,0,0,0
010280,99999,2017,05,05,26.7,24,22.5,24,1021.6,24,1019.5,24,7.8,24,13.3,24,17.5,999.9,32.7,*,22.6,*,0.01,G,999.9,0,1,1,0,0,0
010060,99999,2017,05,07,10.8,24,4.9,24,1030.3,24,1028.6,24,999.9,0,17.5,24,21.4,999.9,12.9,,8.2,*,0.0,I,999.9,0,0,0,0,0,0
010070,99999,2017,04,14,14.0,24,2.7,24,1021.5,24,1020.5,24,999.9,0,9.8,24,19.4,999.9,25.3,*,3.0,*,0.06,G,9.1,0,0,0,0,0,0
010260,99999,2017,05,19,41.3,24,37.1,24,1014.5,24,1000.4,24,29.5,8,4.5,24,7.8,999.9,45.7,,36.3,*,0.0,G,5.5,0,1,0,0,0,0
010170,99999,2017,11,03,31.6,24,23.0,24,979.5,24,978.7,24,999.9,0,19.3,24,25.3,999.9,32.5,,30.6,*,0.0,I,999.9,0,0,0,0,0,0
010280,99999,2017,07,04,44.7,24,40.8,24,1002.7,24,1000.8,24,14.7,24,14.6,24,19.4,24.1,47.8,,41.9,,0.01,G,999.9,0,1,0,0,0,0
010060,99999,2017,09,17,37.3,24,35.2,24,1012.0,24,1010.4,24,999.9,0,5.6,24,8.4,999.9,40.3,,34.3,*,0.0,I,999.9,0,0,0,0,0,0
010330,99999,2017,10,18,42.5,24,36.9,24,1004.0,24,1000.9,24,999.9,0,11.9,24,19.4,999.9,44.1,,41.4,*,0.0,I,999.9,0,0,0,0,0,0
010030,99999,2017,07,16,41.3,24,37.0,24,1003.0,24,1001.6,24,12.4,8,19.3,24,27.2,999.9,43.5,*,38.8,,0.04,G,999.9,0,1,0,0,0,0
010280,99999,2017,11,02,35.1,24,33.0,24,972.7,24,970.8,24,18.2,23,12.9,24,27.0,34.4,37.4,*,32.9,,0.5,G,999.9,0,1,1,0,0,0
010010,99999,2017,08,28,47.1,24,45.8,24,992.0,24,990.9,24,3.3,6,5.5,24,11.7,14.6,48.0,,45.3,*,0.81,G,999.9,1,1,0,0,0,0
010330,99999,2017,11,17,35.6,24,20.9,24,995.8,24,992.7,24,999.9,0,16.6,24,27.2,999.9,37.0,,34.3,,0.0,I,999.9,0,0,0,0,0,0
010020,99999,2017,08,06,37.1,24,34.6,24,1015.7,24,1014.9,24,999.9,0,4.6,23,5.8,999.9,44.1,,29.1,,0.0,I,999.9,0,0,0,0,0,0
010170,99999,2017,06,28,40.1,24,34.1,24,999.9,24,999.1,24,999.9,0,6.6,24,11.7,999.9,41.4,,38.8,*,0.0,I,999.9,0,0,0,0,0,0
010160,99999,2017,05,18,9.4,24,5.6,24,1022.1,24,1020.5,24,999.9,0,6.2,24,9.7,999.9,10.8,,8.2,,0.0,I,999.9,0,0,0,0,0,0
010280,99999,2017,04,06,19.0,24,13.4,24,1003.9,24,1001.9,24,18.0,24,5.9,24,11.7,11.8,24.4,,12.2,,0.0,E,999.9,0,0,1,0,0,0
010160,99999,2017,11,19,23.5,24,16.4,24,1025.1,24,1023.5,24,999.9,0,18.5,24,23.3,999.9,24.4,,21.0,,0.0,I,999.9,0,0,0,0,0,0
010370,99999,2017,12,14,29.1,24,22.2,24,985.4,24,982.9,24,999.9,0,3.9,22,7.8,999.9,36.5,,17.1,*,0.0,G,999.9,0,0,0,0,0,0
010200,99999,2017,05,07,16.1,24,8.6,24,1029.7,24,1028.6,24,999.9,0,14.3,24,21.4,999.9,17.8,,14.0,,0.0,I,999.9,0,0,0,0,0,0
010280,99999,2017,10,24,40.7,24,37.9,24,1012.1,24,1010.1,24,15.3,24,13.4,24,17.5,18.1,42.3,,39.7,*,0.0,G,999.9,0,1,0,0,0,0
010280,99999,2017,11,05,30.9,24,28.4,24,999.6,24,997.6,24,11.0,24,10.6,24,19.4,22.1,33.8,*,25.3,*,0.25,G,999.9,0,1,1,0,0,0
010070,99999,2017,03,14,29.5,24,25.0,24,980.4,24,979.4,24,999.9,0,4.6,23,11.7,12.8,32.5,,19.8,,0.04,G,9.4,0,0,1,0,0,0
010160,99999,2017,03,02,16.7,24,14.4,24,1009.4,24,1007.8,24,999.9,0,8.0,24,11.7,999.9,18.1,,14.2,*,0.0,I,999.9,0,0,0,0,0,0
010280,99999,2017,02,28,20.8,24,15.1,24,1006.1,24,1004.1,24,11.0,24,15.2,24,19.8,27.2,22.3,,19.2,,0.0,G,999.9,0,0,1,0,0,0
010170,99999,2017,09,15,35.8,24,27.0,24,1016.8,24,1016.0,24,999.9,0,7.6,23,15.5,999.9,38.8,,33.8,*,0.0,I,999.9,0,0,0,0,0,0
010260,99999,2017,04,15,30.4,24,18.1,24,1016.7,24,1002.3,24,40.0,8,3.8,22,5.8,11.8,37.8,,20.7,,0.0,G,24.8,0,0,1,0,0,0
010280,99999,2017,09,10,43.2,24,39.8,24,1011.9,24,1009.9,24,10.7,24,20.8,24,31.1,31.5,45.1,,42.3,,0.0,G,999.9,0,0,0,0,0,0
010030,99999,2017,12,20,30.5,24,29.7,24,962.4,24,961.1,24,1.5,8,23.6,16,29.1,42.2,33.1,,27.3,*,0.45,G,1.6,0,1,1,0,0,0
010330,99999,2017,12,03,34.8,24,27.0,24,990.3,24,987.2,24,999.9,0,18.9,23,31.1,999.9,36.7,,31.1,,0.0,I,999.9,0,0,0,0,0,0
010030,99999,2017,03,21,10.0,24,3.5,24,997.9,24,996.5,24,31.1,8,19.2,24,27.2,34.2,12.0,,5.2,,0.0,G,7.5,0,0,0,0,0,0
010010,99999,2017,04,11,24.4,24,20.0,24,1012.8,24,1011.6,24,5.5,6,6.4,24,13.6,17.5,27.3,,15.4,,0.01,G,999.9,0,0,1,0,0,0
010060,99999,2017,06,05,23.1,24,21.6,24,1023.1,24,1021.5,24,999.9,0,4.5,24,9.7,999.9,25.2,,20.5,,0.0,I,999.9,0,0,0,0,0,0
010070,99999,2017,04,21,22.7,24,9.7,24,1013.2,24,1012.2,24,999.9,0,13.5,24,21.4,999.9,25.2,,18.0,,0.0,G,6.7,0,0,0,0,0,0
010010,99999,2017,06,03,40.6,24,36.0,24,1022.9,24,1021.7,24,24.9,6,9.9,24,13.6,14.2,43.3,,39.0,,0.0,G,999.9,0,0,0,0,0,0
010070,99999,2017,03,15,21.0,24,15.5,24,978.5,24,977.5,24,999.9,0,16.8,24,23.3,999.9,29.3,*,11.7,*,0.11,G,10.6,0,0,1,0,0,0
010030,99999,2017,06,14,38.5,24,34.0,24,1002.5,24,1001.1,24,30.3,8,7.4,24,11.7,999.9,41.0,,36.0,,0.0,G,999.9,0,0,0,0,0,0
010060,99999,2017,05,08,7.0,24,0.1,24,1032.7,24,1031.0,24,999.9,0,12.7,23,15.5,999.9,9.0,,4.1,*,0.0,I,999.9,0,0,0,0,0,0
010030,99999,2017,05,22,28.1,24,21.7,24,1007.8,24,1006.4,24,31.1,7,14.0,24,17.5,999.9,32.2,,23.5,*,0.01,G,9.8,0,0,1,0,0,0
010060,99999,2017,08,18,36.0,24,30.6,24,1014.3,24,1012.7,24,999.9,0,5.5,22,15.5,999.9,38.5,,34.3,*,0.0,I,999.9,0,0,0,0,0,0
010060,99999,2017,07,27,40.4,24,36.1,24,1007.7,24,1006.1,24,999.9,0,6.8,20,13.6,999.9,46.2,,35.2,*,0.0,I,999.9,0,0,0,0,0,0
010330,99999,2017,08,03,50.0,24,47.7,24,1009.0,24,1006.0,24,999.9,0,3.6,24,7.6,10.1,58.1,,49.3,,0.0,I,999.9,0,0,0,0,0,0
010260,99999,2017,08,24,48.1,24,39.0,24,1015.1,24,1001.1,24,43.5,8,5.9,23,11.7,16.5,55.8,,42.3,,0.0,G,999.9,0,0,0,0,0,0
010170,99999,2017,11,07,26.1,24,17.1,24,1018.3,24,1017.5,24,999.9,0,10.0,24,15.5,999.9,27.0,*,25.3,*,0.0,I,999.9,0,0,0,0,0,0
